,Sample,CloudPercenatge,sample_std
2252,target_31TCG_2018-06-06_2018-11-02_3513_3641_1593_1721_54_134_24_104.npz,30.0,0.028
2253,target_31TCG_2018-06-16_2018-11-12_185_313_57_185_2_82_0_80.npz,29.0,0.087
2254,target_31TCG_2018-06-16_2018-11-12_5177_5305_57_185_80_160_0_80.npz,40.0,0.033
2255,target_31TCG_2018-06-26_2018-11-22_3385_3513_57_185_52_132_0_80.npz,41.0,0.047
2256,target_31TCG_2018-07-06_2018-12-02_3897_4025_1593_1721_60_140_24_104.npz,40.0,0.034
2257,target_31TCG_2018-11-03_2019-04-01_2873_3001_313_441_44_124_4_84.npz,42.0,0.043
2258,target_31TCG_2018-11-03_2019-04-01_5305_5433_3769_3897_82_162_58_138.npz,31.0,0.028
2259,target_31TCG_2018-11-03_2019-04-01_5305_5433_3897_4025_82_162_60_140.npz,30.0,0.034
2260,target_31TCG_2018-11-23_2019-04-21_1977_2105_5049_5177_30_110_78_158.npz,48.0,0.047
2261,target_31TCG_2018-11-23_2019-04-21_3897_4025_2617_2745_60_140_40_120.npz,48.0,0.038
2262,target_31TCG_2018-11-23_2019-04-21_5305_5433_3641_3769_82_162_56_136.npz,43.0,0.027
2263,target_31TCG_2019-02-01_2019-06-30_4153_4281_697_825_64_144_10_90.npz,36.0,0.017
2264,target_31TCG_2019-02-11_2019-07-10_2617_2745_5177_5305_40_120_80_160.npz,48.0,0.059
2265,target_31TCG_2019-02-11_2019-07-10_3897_4025_1209_1337_60_140_18_98.npz,30.0,0.029
2266,target_31TCG_2019-02-11_2019-07-10_5177_5305_5177_5305_80_160_80_160.npz,35.0,0.023
2267,target_31TCG_2019-02-21_2019-07-20_1977_2105_2233_2361_30_110_34_114.npz,45.0,0.067
2268,target_31TCG_2019-02-21_2019-07-20_2489_2617_4921_5049_38_118_76_156.npz,36.0,0.043
2269,target_31TCG_2019-02-21_2019-07-20_2873_3001_4793_4921_44_124_74_154.npz,37.0,0.039
2270,target_31TCG_2019-02-21_2019-07-20_3385_3513_4409_4537_52_132_68_148.npz,42.0,0.028
2271,target_31TCG_2019-02-21_2019-07-20_3513_3641_1721_1849_54_134_26_106.npz,29.0,0.015
2272,target_31TCG_2019-02-21_2019-07-20_3641_3769_1593_1721_56_136_24_104.npz,24.0,0.013
2273,target_31TCG_2019-02-21_2019-07-20_3897_4025_1721_1849_60_140_26_106.npz,22.0,0.017
2274,target_31TCG_2019-02-21_2019-07-20_4281_4409_1849_1977_66_146_28_108.npz,24.0,0.018
2275,target_31TCG_2019-02-21_2019-07-20_4921_5049_57_185_76_156_0_80.npz,27.0,0.021
2276,target_31TCG_2019-02-21_2019-07-20_5049_5177_57_185_78_158_0_80.npz,26.0,0.009
2277,target_31TCG_2019-02-21_2019-07-20_5049_5177_697_825_78_158_10_90.npz,32.0,0.029
2278,target_31TCG_2019-02-21_2019-07-20_5177_5305_1593_1721_80_160_24_104.npz,34.0,0.024
2279,target_31TCG_2019-02-26_2019-07-25_4665_4793_2617_2745_72_152_40_120.npz,34.0,0.024
2280,target_31TCG_2019-02-26_2019-07-25_4665_4793_3513_3641_72_152_54_134.npz,33.0,0.047
2281,target_31TCG_2019-03-03_2019-07-30_5049_5177_1593_1721_78_158_24_104.npz,28.0,0.027
2282,target_31TCG_2019-03-03_2019-07-30_5305_5433_313_441_82_162_4_84.npz,19.0,0.021
2283,target_31TCG_2019-03-18_2019-08-14_5177_5305_185_313_80_160_2_82.npz,21.0,0.022
2284,target_31TCG_2019-03-18_2019-08-14_5305_5433_185_313_82_162_2_82.npz,17.0,0.016
2285,target_31TCG_2019-04-12_2019-09-08_4665_4793_1465_1593_72_152_22_102.npz,12.0,0.026
2286,target_31TCG_2019-04-22_2019-09-18_3897_4025_2105_2233_60_140_32_112.npz,13.0,0.02
2287,target_31TCG_2019-04-22_2019-09-18_4665_4793_441_569_72_152_6_86.npz,15.0,0.016
2288,target_31TCG_2019-04-22_2019-09-18_4921_5049_1465_1593_76_156_22_102.npz,10.0,0.014
2289,target_31TCG_2019-05-12_2019-10-08_2873_3001_3129_3257_44_124_48_128.npz,19.0,0.051
2290,target_31TCG_2019-05-12_2019-10-08_4025_4153_2105_2233_62_142_32_112.npz,19.0,0.014
2291,target_31TCG_2019-05-22_2019-10-18_4025_4153_3385_3513_62_142_52_132.npz,30.0,0.052
2292,target_31TCG_2019-06-21_2019-11-17_5049_5177_441_569_78_158_6_86.npz,38.0,0.035
2293,target_31TCG_2019-11-08_2020-04-05_313_441_3769_3897_4_84_58_138.npz,51.0,0.04
2294,target_31TCG_2019-11-08_2020-04-05_4153_4281_4537_4665_64_144_70_150.npz,48.0,0.05
2295,target_31TCG_2019-11-28_2020-04-25_2105_2233_4281_4409_32_112_66_146.npz,42.0,0.023
2296,target_31TCN_2018-04-25_2018-09-21_569_697_2105_2233_8_88_32_112.npz,28.0,0.04
2297,target_31TCN_2018-05-15_2018-10-11_4537_4665_1081_1209_70_150_16_96.npz,42.0,0.06
2298,target_31TCN_2018-05-20_2018-10-16_3769_3897_1337_1465_58_138_20_100.npz,49.0,0.051
2299,target_31TCN_2018-05-25_2018-10-21_2489_2617_3897_4025_38_118_60_140.npz,40.0,0.038
2300,target_31TCN_2018-05-30_2018-10-26_3385_3513_313_441_52_132_4_84.npz,37.0,0.041
2301,target_31TCN_2018-05-30_2018-10-26_4537_4665_1593_1721_70_150_24_104.npz,46.0,0.041
2302,target_31TCN_2018-06-09_2018-11-05_1209_1337_2233_2361_18_98_34_114.npz,41.0,0.026
2303,target_31TCN_2018-06-09_2018-11-05_1721_1849_3129_3257_26_106_48_128.npz,49.0,0.052
2304,target_31TCN_2018-06-09_2018-11-05_2489_2617_3641_3769_38_118_56_136.npz,47.0,0.024
2305,target_31TCN_2018-06-09_2018-11-05_2873_3001_2105_2233_44_124_32_112.npz,47.0,0.031
2306,target_31TCN_2018-06-09_2018-11-05_3257_3385_4281_4409_50_130_66_146.npz,45.0,0.017
2307,target_31TCN_2018-06-14_2018-11-10_3129_3257_2105_2233_48_128_32_112.npz,54.0,0.032
2308,target_31TCN_2018-06-14_2018-11-10_4537_4665_4025_4153_70_150_62_142.npz,51.0,0.043
2309,target_31TCN_2018-06-19_2018-11-15_1465_1593_4409_4537_22_102_68_148.npz,62.0,0.068
2310,target_31TCN_2018-06-19_2018-11-15_2361_2489_2745_2873_36_116_42_122.npz,58.0,0.056
2311,target_31TCN_2018-06-19_2018-11-15_2873_3001_2361_2489_44_124_36_116.npz,59.0,0.057
2312,target_31TCN_2018-06-19_2018-11-15_3001_3129_1465_1593_46_126_22_102.npz,56.0,0.039
2313,target_31TCN_2018-06-19_2018-11-15_3257_3385_4153_4281_50_130_64_144.npz,56.0,0.023
2314,target_31TCN_2018-06-19_2018-11-15_3385_3513_2105_2233_52_132_32_112.npz,54.0,0.042
2315,target_31TCN_2018-06-19_2018-11-15_57_185_3385_3513_0_80_52_132.npz,43.0,0.067
2316,target_31TDH_2017-09-06_2018-02-02_2233_2361_4665_4793_34_114_72_152.npz,59.0,0.095
2317,target_31TDH_2017-09-06_2018-02-02_3385_3513_4153_4281_52_132_64_144.npz,61.0,0.023
2318,target_31TDH_2017-09-06_2018-02-02_953_1081_4409_4537_14_94_68_148.npz,56.0,0.036
2319,target_31TDH_2017-09-16_2018-02-12_1081_1209_4153_4281_16_96_64_144.npz,51.0,0.028
2320,target_31TDH_2017-09-16_2018-02-12_1081_1209_4409_4537_16_96_68_148.npz,52.0,0.026
2321,target_31TDH_2017-09-16_2018-02-12_1209_1337_4153_4281_18_98_64_144.npz,45.0,0.029
2322,target_31TDH_2017-09-16_2018-02-12_2617_2745_4665_4793_40_120_72_152.npz,53.0,0.033
2323,target_31TDH_2017-09-26_2018-02-22_313_441_4409_4537_4_84_68_148.npz,55.0,0.033
2324,target_31TDH_2017-10-06_2018-03-04_2873_3001_2489_2617_44_124_38_118.npz,62.0,0.072
2325,target_31TDH_2017-10-06_2018-03-04_3129_3257_4665_4793_48_128_72_152.npz,61.0,0.038
2326,target_31TDH_2017-10-16_2018-03-14_185_313_3257_3385_2_82_50_130.npz,63.0,0.024
2327,target_31TDH_2018-08-02_2018-12-29_2361_2489_2489_2617_36_116_38_118.npz,63.0,0.116
2328,target_31TDH_2018-08-02_2018-12-29_2745_2873_2489_2617_42_122_38_118.npz,59.0,0.091
2329,target_31TDH_2018-08-12_2019-01-08_3769_3897_2873_3001_58_138_44_124.npz,59.0,0.056
2330,target_31TDH_2018-08-12_2019-01-08_441_569_4793_4921_6_86_74_154.npz,60.0,0.064
2331,target_31TDH_2019-02-08_2019-07-07_4025_4153_3385_3513_62_142_52_132.npz,53.0,0.058
2332,target_31TDH_2019-02-23_2019-07-22_3257_3385_3513_3641_50_130_54_134.npz,34.0,0.017
2333,target_31TDH_2019-02-28_2019-07-27_3513_3641_3385_3513_54_134_52_132.npz,41.0,0.037
2334,target_31TDH_2019-05-09_2019-10-05_2361_2489_3129_3257_36_116_48_128.npz,34.0,0.062
2335,target_31TDH_2019-05-19_2019-10-15_3897_4025_1209_1337_60_140_18_98.npz,41.0,0.054
2336,target_31TDH_2019-05-19_2019-10-15_4537_4665_1209_1337_70_150_18_98.npz,28.0,0.039
2337,target_31TDH_2019-05-29_2019-10-25_4025_4153_2361_2489_62_142_36_116.npz,36.0,0.033
2338,target_31TDH_2019-05-29_2019-10-25_4409_4537_4537_4665_68_148_70_150.npz,39.0,0.03
2339,target_31TDH_2019-05-29_2019-10-25_5049_5177_3257_3385_78_158_50_130.npz,32.0,0.032
2340,target_31TDH_2019-05-29_2019-10-25_5177_5305_4537_4665_80_160_70_150.npz,26.0,0.078
2341,target_31TDH_2019-06-08_2019-11-04_441_569_4793_4921_6_86_74_154.npz,37.0,0.07
2342,target_31TDH_2019-06-08_2019-11-04_5177_5305_4793_4921_80_160_74_154.npz,25.0,0.074
2343,target_31TDH_2019-06-18_2019-11-14_4153_4281_3897_4025_64_144_60_140.npz,36.0,0.044
2344,target_31TDH_2019-06-28_2019-11-24_5049_5177_4025_4153_78_158_62_142.npz,40.0,0.049
2345,target_31TDH_2019-08-07_2020-01-03_1849_1977_4665_4793_28_108_72_152.npz,49.0,0.033
2346,target_31TDH_2019-08-07_2020-01-03_2105_2233_4793_4921_32_112_74_154.npz,45.0,0.017
2347,target_31TDH_2019-08-07_2020-01-03_5049_5177_4793_4921_78_158_74_154.npz,37.0,0.06
2348,target_31TDH_2019-08-12_2020-01-08_4281_4409_1977_2105_66_146_30_110.npz,47.0,0.076
2349,target_31TDH_2019-09-06_2020-02-02_3897_4025_4921_5049_60_140_76_156.npz,66.0,0.034
2350,target_31TDH_2019-09-16_2020-02-12_4025_4153_2617_2745_62_142_40_120.npz,72.0,0.029
2351,target_31TDH_2019-09-16_2020-02-12_4025_4153_4153_4281_62_142_64_144.npz,69.0,0.023
2352,target_31TDH_2019-09-26_2020-02-22_3769_3897_4025_4153_58_138_62_142.npz,67.0,0.02
2353,target_31TDH_2019-09-26_2020-02-22_4409_4537_4665_4793_68_148_72_152.npz,70.0,0.041
2354,target_31TDJ_2018-06-03_2018-10-30_1081_1209_5177_5305_16_96_80_160.npz,33.0,0.038
2355,target_31TDJ_2018-06-03_2018-10-30_1209_1337_4537_4665_18_98_70_150.npz,32.0,0.04
2356,target_31TDJ_2018-06-03_2018-10-30_1977_2105_4921_5049_30_110_76_156.npz,28.0,0.08
2357,target_31TDJ_2018-06-03_2018-10-30_2489_2617_5177_5305_38_118_80_160.npz,27.0,0.062
2358,target_31TDJ_2018-06-03_2018-10-30_5177_5305_3769_3897_80_160_58_138.npz,35.0,0.009
2359,target_31TDJ_2018-06-08_2018-11-04_697_825_4921_5049_10_90_76_156.npz,30.0,0.048
2360,target_31TDJ_2018-06-13_2018-11-09_1593_1721_4665_4793_24_104_72_152.npz,38.0,0.097
2361,target_31TDJ_2018-06-13_2018-11-09_2361_2489_4921_5049_36_116_76_156.npz,30.0,0.067
2362,target_31TDJ_2018-06-13_2018-11-09_3257_3385_3257_3385_50_130_50_130.npz,38.0,0.051
2363,target_31TDJ_2018-06-13_2018-11-09_5049_5177_2745_2873_78_158_42_122.npz,34.0,0.026
2364,target_31TDJ_2018-06-13_2018-11-09_5305_5433_2873_3001_82_162_44_124.npz,42.0,0.026
2365,target_31TDJ_2018-06-23_2018-11-19_3513_3641_4921_5049_54_134_76_156.npz,49.0,0.092
2366,target_31TDJ_2018-06-23_2018-11-19_697_825_1209_1337_10_90_18_98.npz,51.0,0.038
2367,target_31TDJ_2018-07-03_2018-11-29_1209_1337_5305_5433_18_98_82_162.npz,47.0,0.077
2368,target_31TDJ_2018-07-03_2018-11-29_4921_5049_3385_3513_76_156_52_132.npz,53.0,0.097
2369,target_31TDJ_2018-07-03_2018-11-29_5305_5433_5305_5433_82_162_82_162.npz,49.0,0.04
2370,target_31TDJ_2018-08-02_2018-12-29_5305_5433_4665_4793_82_162_72_152.npz,57.0,0.077
2371,target_31TDJ_2018-08-12_2019-01-08_5049_5177_3385_3513_78_158_52_132.npz,64.0,0.099
2372,target_31TDJ_2019-05-09_2019-10-05_4537_4665_4921_5049_70_150_76_156.npz,34.0,0.065
2373,target_31TDJ_2019-05-09_2019-10-05_4793_4921_5177_5305_74_154_80_160.npz,28.0,0.055
2374,target_31TDJ_2019-05-09_2019-10-05_4921_5049_4537_4665_76_156_70_150.npz,35.0,0.049
2375,target_31TDK_2018-03-28_2018-08-24_3769_3897_4409_4537_58_138_68_148.npz,44.0,0.043
2376,target_31TDK_2018-03-28_2018-08-24_3769_3897_4921_5049_58_138_76_156.npz,33.0,0.058
2377,target_31TDK_2018-03-28_2018-08-24_5305_5433_5177_5305_82_162_80_160.npz,37.0,0.05
2378,target_31TDK_2018-04-17_2018-09-13_569_697_2489_2617_8_88_38_118.npz,39.0,0.059
2379,target_31TDK_2018-04-27_2018-09-23_441_569_5049_5177_6_86_78_158.npz,29.0,0.057
2380,target_31TDK_2018-05-07_2018-10-03_1337_1465_4793_4921_20_100_74_154.npz,36.0,0.07
2381,target_31TDK_2018-05-07_2018-10-03_2105_2233_1337_1465_32_112_20_100.npz,34.0,0.041
2382,target_31TDK_2018-05-07_2018-10-03_3385_3513_5177_5305_52_132_80_160.npz,39.0,0.055
2383,target_31TDK_2018-05-07_2018-10-03_4793_4921_3769_3897_74_154_58_138.npz,35.0,0.044
2384,target_31TDK_2018-05-17_2018-10-13_1849_1977_5305_5433_28_108_82_162.npz,37.0,0.037
2385,target_31TDK_2018-05-17_2018-10-13_2361_2489_4409_4537_36_116_68_148.npz,39.0,0.043
2386,target_31TDK_2018-05-17_2018-10-13_2489_2617_4665_4793_38_118_72_152.npz,32.0,0.046
2387,target_31TDK_2018-05-17_2018-10-13_4281_4409_4665_4793_66_146_72_152.npz,38.0,0.056
2388,target_31TDK_2018-05-22_2018-10-18_1977_2105_5049_5177_30_110_78_158.npz,45.0,0.052
2389,target_31TDK_2018-05-22_2018-10-18_2361_2489_5049_5177_36_116_78_158.npz,41.0,0.043
2390,target_31TDK_2018-05-22_2018-10-18_569_697_5049_5177_8_88_78_158.npz,42.0,0.063
2391,target_31TDK_2018-05-27_2018-10-23_2233_2361_4793_4921_34_114_74_154.npz,44.0,0.04
2392,target_31TDK_2018-06-06_2018-11-02_4153_4281_5049_5177_64_144_78_158.npz,55.0,0.07
2393,target_31TDK_2018-06-16_2018-11-12_4537_4665_1465_1593_70_150_22_102.npz,57.0,0.057
2394,target_31TDK_2019-05-12_2019-10-08_1593_1721_4281_4409_24_104_66_146.npz,28.0,0.033
2395,target_31TEJ_2017-06-18_2017-11-14_2233_2361_4537_4665_34_114_70_150.npz,49.0,0.074
2396,target_31TEJ_2017-10-16_2018-03-14_1465_1593_4153_4281_22_102_64_144.npz,46.0,0.068
2397,target_31TEJ_2018-05-14_2018-10-10_2745_2873_4409_4537_42_122_68_148.npz,27.0,0.013
2398,target_31TEJ_2018-06-13_2018-11-09_1593_1721_3769_3897_24_104_58_138.npz,34.0,0.015
2399,target_31TEJ_2018-06-13_2018-11-09_1977_2105_2233_2361_30_110_34_114.npz,39.0,0.056
2400,target_31TEJ_2018-06-23_2018-11-19_1977_2105_313_441_30_110_4_84.npz,39.0,0.075
2401,target_31TEJ_2018-06-23_2018-11-19_2105_2233_3257_3385_32_112_50_130.npz,40.0,0.073
2402,target_31TEJ_2018-06-23_2018-11-19_4281_4409_1209_1337_66_146_18_98.npz,44.0,0.071
2403,target_31TEJ_2018-07-03_2018-11-29_2361_2489_185_313_36_116_2_82.npz,52.0,0.096
2404,target_31TEJ_2018-08-02_2018-12-29_1209_1337_4793_4921_18_98_74_154.npz,60.0,0.06
2405,target_31TEJ_2018-08-02_2018-12-29_1849_1977_4281_4409_28_108_66_146.npz,61.0,0.061
2406,target_31TEJ_2018-08-02_2018-12-29_2745_2873_3001_3129_42_122_46_126.npz,61.0,0.064
2407,target_31TEJ_2018-08-02_2018-12-29_3897_4025_1337_1465_60_140_20_100.npz,55.0,0.053
2408,target_31TEJ_2018-08-12_2019-01-08_2105_2233_4921_5049_32_112_76_156.npz,62.0,0.08
2409,target_31TEJ_2018-08-12_2019-01-08_953_1081_4921_5049_14_94_76_156.npz,62.0,0.069
2410,target_31TEJ_2019-01-29_2019-06-27_2489_2617_3513_3641_38_118_54_134.npz,44.0,0.03
2411,target_31TEJ_2019-01-29_2019-06-27_3513_3641_2745_2873_54_134_42_122.npz,48.0,0.042
2412,target_31TEJ_2019-02-08_2019-07-07_2745_2873_3769_3897_42_122_58_138.npz,50.0,0.032
2413,target_31TEJ_2019-02-18_2019-07-17_3769_3897_2105_2233_58_138_32_112.npz,37.0,0.032
2414,target_31TEJ_2019-02-18_2019-07-17_3769_3897_2233_2361_58_138_34_114.npz,37.0,0.033
2415,target_31TEJ_2019-02-23_2019-07-22_3129_3257_3129_3257_48_128_48_128.npz,37.0,0.022
2416,target_31TEJ_2019-05-09_2019-10-05_1337_1465_3513_3641_20_100_54_134.npz,33.0,0.033
2417,target_31TEJ_2019-05-09_2019-10-05_2745_2873_5049_5177_42_122_78_158.npz,27.0,0.03
2418,target_31TEJ_2019-05-09_2019-10-05_3385_3513_4921_5049_52_132_76_156.npz,34.0,0.013
2419,target_31TEJ_2019-05-19_2019-10-15_2233_2361_5049_5177_34_114_78_158.npz,28.0,0.027
2420,target_31TEJ_2019-05-19_2019-10-15_3129_3257_5177_5305_48_128_80_160.npz,31.0,0.02
2421,target_31TEJ_2019-05-29_2019-10-25_1081_1209_4409_4537_16_96_68_148.npz,33.0,0.049
2422,target_31TEJ_2019-05-29_2019-10-25_185_313_5177_5305_2_82_80_160.npz,40.0,0.053
2423,target_31TEJ_2019-05-29_2019-10-25_3257_3385_4793_4921_50_130_74_154.npz,32.0,0.02
2424,target_31TEJ_2019-05-29_2019-10-25_57_185_3769_3897_0_80_58_138.npz,42.0,0.028
2425,target_31TEJ_2019-06-08_2019-11-04_1849_1977_2617_2745_28_108_40_120.npz,35.0,0.052
2426,target_31TEJ_2019-06-08_2019-11-04_2361_2489_3769_3897_36_116_58_138.npz,33.0,0.037
2427,target_31TEJ_2019-06-08_2019-11-04_5305_5433_1081_1209_82_162_16_96.npz,37.0,0.059
2428,target_31TEJ_2019-06-18_2019-11-14_1849_1977_5305_5433_28_108_82_162.npz,27.0,0.043
2429,target_31TEJ_2019-06-18_2019-11-14_1977_2105_5305_5433_30_110_82_162.npz,28.0,0.057
2430,target_31TEJ_2019-06-18_2019-11-14_2745_2873_5305_5433_42_122_82_162.npz,27.0,0.025
2431,target_31TEJ_2019-06-28_2019-11-24_3129_3257_4921_5049_48_128_76_156.npz,34.0,0.041
2432,target_31TEJ_2019-07-18_2019-12-14_5305_5433_953_1081_82_162_14_94.npz,44.0,0.034
2433,target_31TGN_2018-04-01_2018-08-28_5049_5177_5049_5177_78_158_78_158.npz,28.0,0.046
2434,target_31TGN_2018-05-01_2018-09-27_2233_2361_2233_2361_34_114_34_114.npz,29.0,0.038
2435,target_31TGN_2018-05-01_2018-09-27_5177_5305_569_697_80_160_8_88.npz,22.0,0.032
2436,target_31TGN_2018-05-21_2018-10-17_3001_3129_2617_2745_46_126_40_120.npz,39.0,0.048
2437,target_31TGN_2018-05-21_2018-10-17_3769_3897_2361_2489_58_138_36_116.npz,36.0,0.035
2438,target_31TGN_2018-05-21_2018-10-17_4537_4665_3001_3129_70_150_46_126.npz,39.0,0.059
2439,target_31TGN_2018-05-21_2018-10-17_4665_4793_953_1081_72_152_14_94.npz,44.0,0.067
2440,target_31TGN_2018-05-21_2018-10-17_5305_5433_313_441_82_162_4_84.npz,29.0,0.045
2441,target_31TGN_2018-06-05_2018-11-01_4281_4409_57_185_66_146_0_80.npz,28.0,0.031
2442,target_31TGN_2018-06-10_2018-11-06_2873_3001_3641_3769_44_124_56_136.npz,45.0,0.061
2443,target_31TGN_2018-06-20_2018-11-16_2745_2873_953_1081_42_122_14_94.npz,36.0,0.042
2444,target_31TGN_2018-06-20_2018-11-16_4921_5049_825_953_76_156_12_92.npz,42.0,0.064
2445,target_31TGN_2019-03-17_2019-08-13_4153_4281_1081_1209_64_144_16_96.npz,41.0,0.054
2446,target_31TGN_2019-03-17_2019-08-13_5177_5305_4025_4153_80_160_62_142.npz,39.0,0.034
2447,target_31TGN_2019-04-16_2019-09-12_5177_5305_57_185_80_160_0_80.npz,24.0,0.031
2448,target_31TGN_2019-05-06_2019-10-02_1593_1721_2361_2489_24_104_36_116.npz,31.0,0.045
2449,target_31TGN_2019-05-26_2019-10-22_3257_3385_4921_5049_50_130_76_156.npz,27.0,0.05
2450,target_31UES_2018-03-28_2018-08-24_2361_2489_4409_4537_36_116_68_148.npz,58.0,0.054
2451,target_31UES_2019-03-28_2019-08-24_4537_4665_3385_3513_70_150_52_132.npz,64.0,0.035
2452,target_31UFP_2018-03-05_2018-08-01_1721_1849_1465_1593_26_106_22_102.npz,50.0,0.045
2453,target_31UFP_2018-03-05_2018-08-01_3897_4025_1081_1209_60_140_16_96.npz,50.0,0.069
2454,target_31UFP_2018-04-04_2018-08-31_1337_1465_313_441_20_100_4_84.npz,51.0,0.06
2455,target_31UFP_2018-04-04_2018-08-31_2617_2745_185_313_40_120_2_82.npz,38.0,0.047
2456,target_31UFP_2018-04-04_2018-08-31_3129_3257_2745_2873_48_128_42_122.npz,55.0,0.064
2457,target_31UFP_2018-04-04_2018-08-31_3257_3385_2489_2617_50_130_38_118.npz,52.0,0.067
2458,target_31UFP_2018-04-14_2018-09-10_697_825_5305_5433_10_90_82_162.npz,53.0,0.069
2459,target_31UFP_2018-04-24_2018-09-20_1977_2105_441_569_30_110_6_86.npz,25.0,0.036
2460,target_31UFP_2018-04-24_2018-09-20_4281_4409_1977_2105_66_146_30_110.npz,50.0,0.054
2461,target_31UFP_2018-05-04_2018-09-30_1593_1721_697_825_24_104_10_90.npz,46.0,0.056
2462,target_31UFP_2018-05-04_2018-09-30_1849_1977_2105_2233_28_108_32_112.npz,35.0,0.058
2463,target_31UFP_2018-05-04_2018-09-30_4153_4281_2105_2233_64_144_32_112.npz,44.0,0.062
2464,target_31UFP_2018-05-04_2018-09-30_4281_4409_2105_2233_66_146_32_112.npz,45.0,0.073
2465,target_31UFP_2018-05-09_2018-10-05_1081_1209_185_313_16_96_2_82.npz,38.0,0.042
2466,target_31UFP_2018-05-09_2018-10-05_1593_1721_2361_2489_24_104_36_116.npz,42.0,0.07
2467,target_31UFP_2018-05-09_2018-10-05_4409_4537_2617_2745_68_148_40_120.npz,31.0,0.061
2468,target_31UFP_2018-05-09_2018-10-05_4409_4537_4409_4537_68_148_68_148.npz,35.0,0.051
2469,target_31UFP_2018-05-14_2018-10-10_1081_1209_1977_2105_16_96_30_110.npz,40.0,0.058
2470,target_31UFP_2018-05-14_2018-10-10_1849_1977_4281_4409_28_108_66_146.npz,37.0,0.069
2471,target_31UFP_2018-05-14_2018-10-10_1849_1977_697_825_28_108_10_90.npz,34.0,0.035
2472,target_31UFP_2018-05-14_2018-10-10_2105_2233_3769_3897_32_112_58_138.npz,39.0,0.103
2473,target_31UFP_2018-05-14_2018-10-10_2489_2617_569_697_38_118_8_88.npz,22.0,0.032
2474,target_31UFP_2018-05-14_2018-10-10_2873_3001_185_313_44_124_2_82.npz,28.0,0.056
2475,target_31UFP_2018-05-14_2018-10-10_3257_3385_2233_2361_50_130_34_114.npz,43.0,0.047
2476,target_31UFP_2018-05-14_2018-10-10_3897_4025_1849_1977_60_140_28_108.npz,42.0,0.062
2477,target_31UFP_2018-05-14_2018-10-10_4025_4153_1337_1465_62_142_20_100.npz,42.0,0.063
2478,target_31UFP_2018-05-14_2018-10-10_5049_5177_1081_1209_78_158_16_96.npz,35.0,0.046
2479,target_31UFP_2018-05-14_2018-10-10_5305_5433_1209_1337_82_162_18_98.npz,40.0,0.06
2480,target_31UFP_2018-05-14_2018-10-10_569_697_313_441_8_88_4_84.npz,39.0,0.055
2481,target_31UFP_2018-05-14_2018-10-10_57_185_313_441_0_80_4_84.npz,37.0,0.043
2482,target_31UFP_2018-05-24_2018-10-20_1977_2105_1593_1721_30_110_24_104.npz,35.0,0.037
2483,target_31UFP_2018-05-24_2018-10-20_2105_2233_2617_2745_32_112_40_120.npz,39.0,0.066
2484,target_31UFP_2018-05-24_2018-10-20_2617_2745_2745_2873_40_120_42_122.npz,33.0,0.056
2485,target_31UFP_2018-05-24_2018-10-20_3129_3257_4793_4921_48_128_74_154.npz,30.0,0.04
2486,target_31UFP_2018-05-24_2018-10-20_3641_3769_3897_4025_56_136_60_140.npz,32.0,0.048
2487,target_31UFP_2018-05-24_2018-10-20_4281_4409_1849_1977_66_146_28_108.npz,43.0,0.062
2488,target_31UFP_2018-05-24_2018-10-20_5049_5177_2489_2617_78_158_38_118.npz,40.0,0.035
2489,target_31UFP_2018-05-24_2018-10-20_5049_5177_3641_3769_78_158_56_136.npz,34.0,0.053
2490,target_31UFP_2018-05-29_2018-10-25_2233_2361_313_441_34_114_4_84.npz,28.0,0.024
2491,target_31UFP_2018-05-29_2018-10-25_2745_2873_569_697_42_122_8_88.npz,37.0,0.04
2492,target_31UFP_2018-05-29_2018-10-25_3897_4025_953_1081_60_140_14_94.npz,36.0,0.057
2493,target_31UFP_2018-06-03_2018-10-30_1977_2105_4281_4409_30_110_66_146.npz,37.0,0.044
2494,target_31UFP_2018-06-03_2018-10-30_2873_3001_697_825_44_124_10_90.npz,38.0,0.043
2495,target_31UFP_2018-06-03_2018-10-30_3641_3769_4793_4921_56_136_74_154.npz,44.0,0.053
2496,target_31UFP_2018-06-03_2018-10-30_3769_3897_4793_4921_58_138_74_154.npz,41.0,0.046
2497,target_31UFP_2018-06-03_2018-10-30_4409_4537_3001_3129_68_148_46_126.npz,43.0,0.036
2498,target_31UFP_2018-06-03_2018-10-30_4409_4537_3769_3897_68_148_58_138.npz,39.0,0.033
2499,target_31UFP_2018-06-03_2018-10-30_4921_5049_3513_3641_76_156_54_134.npz,38.0,0.028
2500,target_31UFP_2018-06-03_2018-10-30_825_953_2745_2873_12_92_42_122.npz,36.0,0.041
2501,target_31UFP_2018-06-13_2018-11-09_2361_2489_3769_3897_36_116_58_138.npz,44.0,0.066
2502,target_31UFP_2018-06-13_2018-11-09_2489_2617_57_185_38_118_0_80.npz,37.0,0.025
2503,target_31UFP_2018-06-13_2018-11-09_313_441_57_185_4_84_0_80.npz,40.0,0.029
